t,x,y,z,yaw
42.2970,2.345254,0.708727,1.435211,144.6603
42.3290,2.336913,0.704928,1.433406,145.3351
42.3440,2.333565,0.704341,1.434575,145.9908
42.3600,2.329914,0.703983,1.435155,146.6540
42.3910,2.326511,0.703656,1.435701,147.2830
42.4070,2.323104,0.703326,1.436568,147.6922
42.4220,2.319584,0.703956,1.437291,147.9505
42.4540,2.315738,0.704613,1.437502,148.4562
42.4690,2.311795,0.705509,1.438605,147.5861
42.4850,2.309773,0.705098,1.440439,145.9133
42.5000,2.306437,0.705811,1.441250,144.9506
42.5320,2.303418,0.707513,1.441715,145.3092
42.5470,2.300301,0.707341,1.442263,145.9169
42.5630,2.297267,0.709405,1.443024,146.1876
42.5790,2.293502,0.710856,1.443306,145.9053
42.6100,2.290890,0.712870,1.443583,145.4808
42.6250,2.287288,0.714132,1.443288,145.3643
42.6410,2.284278,0.714966,1.443246,145.8716
42.6720,2.281245,0.716096,1.443193,146.4730
42.6880,2.277797,0.718102,1.442673,146.6550
42.7040,2.274250,0.719813,1.442244,146.2621
42.7190,2.271148,0.720474,1.442160,145.8746
42.7500,2.267866,0.721426,1.441438,145.8056
42.7660,2.264619,0.721904,1.440752,146.1616
42.7820,2.261331,0.723038,1.439811,146.7503
42.7970,2.258390,0.723139,1.439675,146.9050
42.8290,2.255225,0.724163,1.439342,146.8855
42.8440,2.251993,0.725438,1.439035,146.5358
42.8600,2.248770,0.726761,1.438654,146.1172
42.8910,2.245823,0.727536,1.438707,145.9565
42.9070,2.243017,0.728545,1.438720,145.9858
42.9220,2.240464,0.729667,1.438863,146.0739
42.9540,2.238173,0.730922,1.439242,145.9973
42.9690,2.236043,0.732353,1.439651,145.6956
42.9850,2.234040,0.733886,1.439894,145.0716
43.0160,2.232226,0.735419,1.439987,144.3378
43.0320,2.230586,0.736826,1.440136,143.8308
43.0470,2.229146,0.738110,1.440307,143.5799
43.0630,2.225793,0.738391,1.439322,143.6227
43.0940,2.224110,0.739214,1.438926,143.5906
43.1100,2.221697,0.740149,1.438061,143.6729
43.1250,2.219428,0.741301,1.437640,143.5025
43.1410,2.217424,0.742565,1.437864,143.2325
43.1570,2.215641,0.743200,1.438177,143.2372
43.1880,2.213690,0.743526,1.438066,143.7641
43.2040,2.211901,0.743561,1.437706,144.3969
43.2190,2.210062,0.743958,1.437287,144.6565
43.2500,2.208208,0.744808,1.437059,144.4214
43.2660,2.205880,0.746069,1.436750,144.1926
43.2820,2.203420,0.747715,1.436413,144.0154
43.2970,2.201883,0.748862,1.435883,143.6902
43.3130,2.200200,0.750310,1.435375,143.4875
43.3440,2.198968,0.751484,1.435123,143.3903
43.3750,2.197678,0.752547,1.435135,143.4984
43.3910,2.196697,0.753710,1.435081,143.5606
43.4070,2.194762,0.755589,1.434589,143.7319
43.4220,2.193911,0.756687,1.434069,143.7172
43.4380,2.192724,0.758150,1.433515,143.7498
43.4690,2.191478,0.759927,1.433041,143.8523
43.4850,2.190357,0.761501,1.432645,144.0945
43.5000,2.189497,0.762534,1.432174,144.2671
43.5320,2.188400,0.763774,1.431662,144.6382
43.5470,2.186881,0.765763,1.431234,145.1639
43.5630,2.185707,0.767149,1.430704,145.5078
43.5790,2.184502,0.768482,1.430131,145.7381
43.6100,2.183265,0.769756,1.429639,145.9752
43.6250,2.183080,0.769458,1.429380,146.1604
43.6410,2.181995,0.770375,1.428934,146.4787
43.6720,2.180893,0.771826,1.428493,146.8033
43.6880,2.179527,0.773109,1.427945,147.1821
43.7040,2.178043,0.774456,1.427506,147.6432
43.7190,2.176785,0.775266,1.427021,148.1588
43.7500,2.175551,0.776093,1.426517,148.5743
43.7660,2.174351,0.777040,1.426030,148.7024
43.7820,2.174349,0.775792,1.425542,148.8362
43.8130,2.173847,0.776094,1.425194,149.2886
43.8290,2.172941,0.776673,1.424733,149.7896
43.8440,2.172332,0.777380,1.424325,150.1336
43.8600,2.171610,0.778005,1.423559,150.6812
43.8910,2.171032,0.778770,1.423087,150.7100
43.9070,2.170284,0.779554,1.422965,150.5717
43.9220,2.169538,0.780141,1.423125,150.5492
43.9540,2.168921,0.780544,1.423160,150.5013
43.9690,2.167964,0.781546,1.423301,150.1622
43.9850,2.167930,0.781372,1.423050,149.6528
44.0000,2.167542,0.781109,1.423376,149.5401
44.0320,2.166779,0.780779,1.424055,149.5938
44.0470,2.165910,0.780361,1.424681,149.7724
44.0630,2.164922,0.780493,1.425240,150.1827
44.0940,2.164309,0.780028,1.425579,150.3534
44.1100,2.163494,0.779582,1.425989,150.1817
44.1250,2.163337,0.779661,1.426159,149.4160
44.1410,2.163262,0.779561,1.426427,148.1329
44.1570,2.163430,0.779820,1.426793,147.1381
44.1880,2.162941,0.779940,1.427715,146.9007
44.2040,2.161855,0.779897,1.428402,146.9102
44.2190,2.160758,0.780230,1.428896,146.8652
44.2500,2.159376,0.780505,1.429160,147.1743
44.2660,2.157939,0.780818,1.429765,147.4175
44.2820,2.156684,0.781784,1.430803,147.2595
44.2970,2.155057,0.782055,1.431299,146.9404
44.3290,2.152872,0.782397,1.431338,147.0137
44.3440,2.150591,0.782770,1.431275,147.3505
44.3600,2.148395,0.783286,1.431305,147.4117
44.3910,2.146280,0.783709,1.431678,147.2539
44.4070,2.144086,0.784213,1.432284,147.0804
44.4220,2.141742,0.784773,1.432742,146.9332
44.4380,2.140367,0.785016,1.432748,146.8017
44.4690,2.136184,0.785699,1.432310,146.8702
44.4850,2.130687,0.787581,1.432299,146.9889
44.5000,2.127403,0.788624,1.432361,146.9136
44.5160,2.124829,0.788240,1.432172,146.8846
44.5470,2.123076,0.788869,1.432531,146.9272
44.5630,2.118409,0.789524,1.432689,147.3165
44.5790,2.115453,0.790392,1.433307,147.3899
44.6100,2.112846,0.791402,1.433899,147.1681
44.6250,2.107915,0.792663,1.434022,147.3642
44.6410,2.102476,0.794425,1.434270,148.0900
44.6720,2.101154,0.794793,1.433997,148.1964
44.6880,2.098313,0.796165,1.433890,148.1650
44.7040,2.095376,0.797875,1.434122,148.1229
44.7190,2.092728,0.799645,1.434158,148.2240
44.7350,2.089924,0.801623,1.434069,148.3451
44.7660,2.087532,0.803722,1.433770,148.3892
44.7820,2.082620,0.806764,1.433926,148.6573
44.7970,2.079953,0.808850,1.434337,148.8301
44.8290,2.077262,0.810983,1.434560,148.9816
44.8440,2.074532,0.813252,1.434576,149.1620
44.8600,2.071702,0.815475,1.435036,149.3083
44.8750,2.068742,0.818190,1.435014,149.4491
44.9070,2.064952,0.821831,1.435478,149.7421
44.9220,2.063534,0.821796,1.433513,149.8858
44.9380,2.060683,0.824272,1.433037,149.9480
44.9690,2.057758,0.826972,1.432582,150.0800
44.9850,2.054844,0.829990,1.432138,150.2173
45.0000,2.052022,0.833018,1.431605,150.2825
45.0320,2.049226,0.836058,1.430901,150.4061
45.0470,2.045936,0.839965,1.430705,150.7727
45.0630,2.043029,0.843205,1.429620,151.1599
45.0790,2.039531,0.847375,1.429596,151.4289
45.1100,2.036239,0.850951,1.429322,151.4652
45.1250,2.032873,0.854477,1.429313,151.5362
45.1410,2.029471,0.857875,1.429504,151.6896
45.1720,2.027198,0.859066,1.428235,151.7653
45.1880,2.023429,0.862672,1.429323,151.8246
45.2040,2.020612,0.865094,1.429220,151.9712
45.2190,2.015820,0.869372,1.429435,152.3955
45.2500,2.011596,0.872714,1.430220,152.6394
45.2660,2.008669,0.875674,1.430469,152.5674
45.2820,2.005672,0.878725,1.431079,152.3226
45.2970,2.004224,0.880355,1.431398,152.1524
45.3290,2.001046,0.883490,1.431872,152.1272
45.3440,1.997706,0.886693,1.432150,152.3123
45.3600,1.994348,0.889802,1.432524,152.6090
45.3750,1.991165,0.892945,1.433187,152.7866
45.4070,1.988168,0.896139,1.433884,152.7270
45.4220,1.983235,0.898890,1.433990,152.7853
45.4380,1.979916,0.901747,1.434102,152.9663
45.4690,1.976572,0.904625,1.434318,153.1678
45.4850,1.973261,0.907625,1.434587,153.1694
45.5000,1.970313,0.910459,1.434850,152.9707
45.5160,1.966320,0.913602,1.435585,153.0155
45.5470,1.963251,0.915908,1.435558,153.0373
45.5630,1.960000,0.919001,1.436130,153.0788
45.5790,1.957059,0.921418,1.435779,152.9917
45.5940,1.952438,0.925509,1.435359,153.0968
45.6250,1.949225,0.928376,1.435226,153.2480
45.6410,1.946495,0.931229,1.434926,153.1432
45.6570,1.943933,0.934156,1.434728,152.8655
45.6880,1.941385,0.937053,1.434569,152.7529
45.7040,1.940092,0.938687,1.434567,152.7144
45.7190,1.937717,0.941610,1.434445,152.4899
45.7500,1.935561,0.944635,1.434255,151.9426
45.7660,1.933257,0.947573,1.433931,151.3123
45.7820,1.931265,0.950395,1.433885,150.8064
45.7970,1.928880,0.952896,1.433722,150.5237
45.8290,1.926431,0.955096,1.433814,150.3129
45.8440,1.923893,0.957063,1.434166,150.0758
45.8600,1.921258,0.958900,1.434590,149.9432
45.8750,1.918580,0.960729,1.434912,149.8906
45.9070,1.915934,0.962647,1.435060,149.8254
45.9220,1.913216,0.964625,1.434945,149.7790
45.9380,1.910158,0.966607,1.434502,150.1361
45.9690,1.906747,0.968522,1.433833,150.8743
45.9850,1.903290,0.970328,1.433206,151.5364
46.0000,1.900018,0.972059,1.432854,151.8352
46.0320,1.896868,0.973795,1.432694,151.8831
46.0470,1.893651,0.975529,1.432405,151.9690
46.0630,1.890226,0.977290,1.431921,152.1699
46.0940,1.886593,0.979026,1.431366,152.5094
46.1100,1.884048,0.984103,1.437964,153.1779
46.1250,1.880538,0.986065,1.438182,153.7148
46.1410,1.877310,0.988073,1.438860,154.1545
46.1570,1.873894,0.990398,1.439003,154.2639
46.1880,1.870179,0.992474,1.438860,154.6352
46.2040,1.865929,0.994264,1.438574,155.5881
46.2190,1.861739,0.995774,1.438623,156.4340
46.2500,1.858137,0.997233,1.439348,156.4262
46.2660,1.855237,0.998746,1.440442,155.5298
46.2820,1.852727,1.000254,1.441417,154.2009
46.2970,1.850386,1.001134,1.440580,153.1770
46.3130,1.846738,1.001951,1.440789,153.4180
46.3440,1.842773,1.003272,1.441195,154.5266
46.3600,1.838602,1.004642,1.441484,155.9272
46.3910,1.834776,1.006172,1.441746,156.8671
46.4070,1.831558,1.007847,1.442163,156.8557
46.4220,1.828806,1.009513,1.442785,156.2649
46.4380,1.826198,1.011126,1.443581,155.7150
46.4690,1.823502,1.012710,1.444447,155.4512
46.4850,1.820643,1.014196,1.445225,155.4868
46.5000,1.816113,1.012023,1.444912,156.0921
46.5160,1.818743,1.015910,1.441852,156.4637
46.5470,1.815993,1.017032,1.441738,156.9733
46.5630,1.813344,1.018233,1.441670,157.2967
46.5790,1.810907,1.019552,1.441530,157.1376
46.5940,1.808620,1.020738,1.441398,156.8608
46.6250,1.806180,1.021800,1.441581,156.8879
46.6410,1.803851,1.022678,1.442096,157.1643
46.6570,1.801556,1.023807,1.442531,157.3248
46.6880,1.799178,1.025156,1.442507,157.1679
46.7040,1.796873,1.026640,1.442164,156.8145
46.7190,1.794490,1.028052,1.441919,156.6603
46.7350,1.792018,1.029335,1.442101,156.8203
46.7660,1.789546,1.030581,1.442603,157.0396
46.7820,1.787087,1.031898,1.443041,157.1206
46.7970,1.784591,1.033310,1.443156,157.0705
46.8290,1.783060,1.035743,1.445318,157.2120
46.8440,1.780331,1.037354,1.445303,157.2881
46.8600,1.777390,1.038920,1.445199,157.5599
46.8750,1.774315,1.040372,1.445040,157.8942
46.9070,1.771203,1.041783,1.444950,158.2164
46.9220,1.768142,1.043214,1.444916,158.4082
46.9380,1.764091,1.045300,1.444582,158.5210
46.9540,1.761030,1.046746,1.444325,158.3223
46.9850,1.757759,1.047594,1.443925,158.4748
47.0000,1.754489,1.048737,1.443853,158.7340
47.0320,1.754556,1.051458,1.441073,159.0359
47.0470,1.751511,1.052799,1.439624,159.0851
47.0630,1.748371,1.054371,1.438230,158.9727
47.0790,1.745161,1.056107,1.436754,158.8107
47.1100,1.741859,1.057781,1.435495,158.7020
47.1250,1.738392,1.059179,1.434657,158.7477
47.1410,1.734755,1.060591,1.434075,158.9185
47.1570,1.730987,1.062043,1.433453,159.0661
47.1880,1.727192,1.063677,1.432611,159.3526
47.2040,1.723542,1.065789,1.431803,159.8303
47.2190,1.720270,1.068215,1.431468,160.3560
47.2350,1.717469,1.071081,1.431526,160.6813
47.2660,1.715119,1.074231,1.431619,160.6649
47.2820,1.713157,1.077579,1.431563,160.3788
47.2970,1.711419,1.080850,1.431528,160.0751
47.3130,1.709792,1.084016,1.431726,159.8796
47.3440,1.707881,1.086831,1.432194,159.9034
47.3600,1.705917,1.089414,1.432890,160.1182
47.3750,1.703974,1.091778,1.433592,160.3163
47.4070,1.702129,1.093981,1.434172,160.4135
47.4220,1.700379,1.096162,1.434651,160.4906
47.4380,1.698712,1.098379,1.435032,160.5635
47.4690,1.697132,1.100466,1.435278,160.5777
47.4850,1.695546,1.102347,1.435487,160.6199
47.5000,1.693822,1.104038,1.435733,160.8032
47.5160,1.691843,1.105553,1.435910,161.2409
47.5470,1.689742,1.106896,1.435932,161.8203
47.5630,1.687804,1.108062,1.435956,162.3256
47.5790,1.686066,1.109113,1.436064,162.5881
47.5940,1.684544,1.110070,1.436088,162.6765
47.6250,1.683131,1.110991,1.435833,162.5859
47.6410,1.681729,1.111820,1.435258,162.4056
47.6570,1.680233,1.112486,1.434445,162.3369
47.6880,1.678502,1.112905,1.433490,162.4153
47.7040,1.676530,1.112903,1.432501,162.8638
47.7190,1.674415,1.112438,1.431707,163.7319
47.7350,1.672242,1.111709,1.431269,164.8009
47.7660,1.670174,1.110982,1.431046,165.9611
47.7820,1.684715,1.117445,1.439078,166.5773
47.7970,1.684288,1.117684,1.438665,166.1384
47.8130,1.683906,1.118207,1.438295,165.9016
47.8440,1.683191,1.118662,1.438106,166.2845
47.8600,1.682263,1.118972,1.437739,166.9208
47.8750,1.681411,1.119234,1.436958,167.1802
47.9070,1.680885,1.119707,1.435892,166.5471
47.9220,1.682590,1.118839,1.434629,165.5479
47.9380,1.681255,1.118865,1.433911,166.5333
47.9540,1.680402,1.118008,1.433291,167.7547
47.9850,1.678870,1.118005,1.433066,168.9777
48.0000,1.677404,1.117872,1.433194,169.8547
48.0160,1.676148,1.118577,1.432420,170.3075
48.0320,1.674885,1.119479,1.431296,170.7406
48.0630,1.673402,1.120287,1.430429,171.3858
48.0790,1.671918,1.120956,1.430055,172.2511
48.0940,1.670495,1.121289,1.430069,173.3219
48.1250,1.669072,1.121525,1.429733,174.6368
48.1410,1.668131,1.121745,1.429144,176.4444
48.1570,1.667296,1.122043,1.428996,178.9630
48.1880,1.666628,1.122795,1.429280,-179.0630
48.2040,1.665348,1.124515,1.429762,-178.6794
48.2190,1.663321,1.127092,1.430704,-179.5431
48.2350,1.661110,1.130020,1.432159,179.4558
48.2500,1.658717,1.132725,1.433667,179.1418
48.2820,1.656311,1.135279,1.434853,179.3522
48.2970,1.652734,1.139310,1.435787,179.8584
48.3130,1.649550,1.142898,1.436705,-179.5991
48.3440,1.649569,1.145985,1.438268,-179.1153
48.3600,1.646008,1.150183,1.439197,-178.8282
48.3750,1.641987,1.154185,1.439813,-178.6574
48.3910,1.637711,1.157972,1.439936,-178.2485
48.4220,1.633467,1.161674,1.440177,-177.6679
48.4380,1.631039,1.164546,1.440041,-177.1529
48.4540,1.626211,1.169033,1.439812,-176.6787
48.4850,1.622193,1.172929,1.439954,-176.1741
48.5000,1.617413,1.175978,1.440266,-175.7447
48.5320,1.611846,1.180046,1.439926,-175.3902
48.5470,1.605946,1.183920,1.439050,-175.0511
48.5630,1.599860,1.187842,1.437974,-174.5481
48.5790,1.593742,1.191950,1.437029,-173.8476
48.6100,1.587455,1.196195,1.436417,-173.0683
48.6250,1.580789,1.200667,1.435802,-172.3910
48.6410,1.573539,1.205129,1.434977,-171.8429
48.6570,1.565789,1.209858,1.433970,-171.4766
48.6720,1.557717,1.214743,1.433149,-171.1463
48.7040,1.549423,1.219750,1.432887,-170.7596
48.7190,1.540824,1.224749,1.433220,-170.2135
48.7500,1.531919,1.229741,1.433794,-169.7770
48.7660,1.522748,1.234670,1.434262,-169.4171
48.7820,1.513469,1.239532,1.434513,-168.8849
48.8130,1.504094,1.244389,1.434621,-168.2489
48.8290,1.501399,1.250293,1.435398,-167.8878
48.8440,1.492211,1.255400,1.435364,-167.5219
48.8600,1.483032,1.260432,1.435332,-167.1304
48.8750,1.474033,1.265248,1.435179,-166.5534
48.9070,1.465262,1.269837,1.434830,-165.7088
48.9220,1.456615,1.274315,1.434352,-164.7986
48.9380,1.447989,1.278753,1.433923,-164.0116
48.9540,1.439384,1.283075,1.433655,-163.3574
48.9850,1.430917,1.287165,1.433488,-162.7170
49.0000,1.422657,1.290966,1.433271,-162.0606
49.0160,1.414658,1.294535,1.432948,-161.3969
49.0320,1.405914,1.301045,1.433052,-160.5977
49.0630,1.398583,1.304146,1.432987,-159.6775
49.0790,1.391549,1.306880,1.432967,-158.6907
49.0940,1.384701,1.309576,1.432996,-157.6940
49.1250,1.377968,1.311653,1.432727,-156.8607
49.1410,1.371393,1.313563,1.432385,-156.0078
49.1570,1.364975,1.315093,1.432034,-154.8745
49.1720,1.358663,1.316329,1.431647,-153.5879
49.2040,1.352162,1.317453,1.431244,-152.3186
49.2190,1.345405,1.318241,1.430697,-151.3479
49.2350,1.338398,1.318758,1.430106,-150.7171
49.2660,1.331283,1.318961,1.429642,-150.1440
49.2820,1.324217,1.317969,1.428824,-149.4122
49.2970,1.317500,1.317154,1.428275,-148.5477
49.3130,1.343397,1.316846,1.436101,-147.7543
49.3440,1.338444,1.315729,1.435006,-146.4883
49.3600,1.333571,1.314025,1.434106,-145.5405
49.3750,1.328635,1.311827,1.433388,-145.0100
49.3910,1.323126,1.309384,1.432433,-144.6064
49.4220,1.318749,1.307195,1.431240,-144.3362
49.4380,1.316188,1.304435,1.432033,-144.2219
49.4540,1.307811,1.299019,1.430738,-143.5033
49.4850,1.305089,1.296908,1.430909,-143.3452
49.5000,1.299735,1.292807,1.429974,-142.7714
49.5160,1.291519,1.286230,1.428509,-142.0271
49.5470,1.285744,1.281464,1.427230,-141.8301
49.5630,1.282784,1.278945,1.426529,-141.7565
49.5790,1.276773,1.273727,1.424996,-141.6251
49.5940,1.267233,1.266378,1.420903,-141.3462
49.6250,1.263944,1.265116,1.419277,-141.1127
49.6410,1.258684,1.258328,1.417631,-141.0587
49.6570,1.253692,1.252804,1.416319,-141.1356
49.6880,1.248845,1.247259,1.415325,-141.2795
49.6880,1.244208,1.241575,1.414436,-141.2737
49.7190,1.239851,1.235835,1.413798,-141.1012
49.7350,1.234424,1.229970,1.413024,-140.9462
49.7500,1.230746,1.224588,1.412750,-141.0070
49.7820,1.227010,1.219041,1.412768,-141.1835
49.7970,1.223397,1.213350,1.412970,-141.1409
49.8130,1.218778,1.207018,1.413128,-140.8452
49.8440,1.214951,1.203117,1.412929,-140.4949
49.8600,1.210150,1.197315,1.412502,-140.2352
49.8750,1.205359,1.190927,1.412443,-140.0737
49.8910,1.200737,1.184248,1.412710,-139.8392
49.9220,1.199899,1.171952,1.414207,-139.4883
49.9380,1.196150,1.165054,1.415050,-138.9664
49.9540,1.192487,1.158091,1.415887,-138.4642
49.9690,1.191069,1.155900,1.416199,-137.9297
50.0000,1.187491,1.149358,1.416775,-137.5037
50.0160,1.186991,1.138006,1.417467,-137.1689
50.0320,1.185340,1.130595,1.418199,-136.8294
50.0630,1.181499,1.122368,1.419053,-136.5192
50.0790,1.177742,1.114700,1.419224,-136.1187
50.0940,1.174263,1.110833,1.416932,-135.6960
50.1100,1.170564,1.103681,1.416252,-134.9714
50.1410,1.165814,1.096958,1.414013,-134.3918
50.1570,1.161237,1.089447,1.412315,-133.9360
50.1880,1.158438,1.081085,1.410804,-133.5590
50.1880,1.153945,1.073316,1.409316,-133.2815
50.2190,1.149922,1.064343,1.407454,-132.7338
50.2350,1.145623,1.055737,1.405815,-132.0261
50.2660,1.141229,1.047391,1.403987,-131.2875
50.2820,1.136693,1.038886,1.401999,-130.5915
50.2970,1.132019,1.030276,1.399889,-129.9788
50.3130,1.125818,1.020740,1.400486,-129.4497
50.3290,1.120468,1.011594,1.399763,-128.9326
50.3600,1.115479,1.002619,1.398245,-128.3419
50.3750,1.110357,0.993486,1.397354,-127.5456
50.3910,1.104885,0.984669,1.394841,-126.8595
50.4220,1.099415,0.975559,1.393517,-126.2987
50.4380,1.093865,0.966223,1.392172,-126.2380
50.4540,1.087972,0.957095,1.390239,-126.4548
50.4850,1.084076,0.946748,1.389238,-126.7457
50.5000,1.078517,0.938033,1.388803,-126.9639
50.5160,1.073650,0.928464,1.388743,-126.6749
50.5320,1.069194,0.919064,1.388214,-126.1644
50.5470,1.062831,0.908215,1.387972,-125.8364
50.5790,1.058225,0.899078,1.388180,-126.0025
50.5940,1.053816,0.889992,1.388640,-126.2842
50.6100,1.049769,0.880794,1.388858,-126.5223
50.6410,1.046089,0.871407,1.388611,-126.5475
50.6570,1.042665,0.861829,1.388085,-126.2488
50.6880,1.042590,0.852192,1.387015,-125.7994
50.7040,1.040510,0.841037,1.387910,-125.6062
50.7190,1.037729,0.831559,1.387973,-125.4496
50.7500,1.034573,0.822201,1.387777,-125.3003
50.7500,1.031399,0.811391,1.388046,-125.3787
50.7820,1.027342,0.801307,1.387655,-125.9194
50.7970,1.023056,0.791224,1.387314,-126.7512
50.8130,1.018709,0.781150,1.387137,-127.6415
50.8290,1.014501,0.771031,1.387029,-128.3394
50.8600,1.010534,0.760788,1.386732,-128.6487
50.8750,1.006721,0.750353,1.386033,-128.6975
50.8910,1.007858,0.744112,1.383816,-128.7793
50.9220,1.002288,0.736339,1.382648,-129.4008
50.9380,0.997766,0.726666,1.381496,-130.3514
50.9540,0.993034,0.717237,1.380130,-131.3305
50.9690,0.988271,0.707117,1.378858,-132.2220
51.0000,0.983437,0.696746,1.377489,-132.9847
51.0160,0.978522,0.686215,1.375919,-133.6971
51.0320,0.973442,0.675597,1.374249,-134.4475
51.0630,0.963440,0.666021,1.370282,-135.3600
51.0790,0.961385,0.658071,1.367194,-136.4221
51.1100,0.956756,0.649235,1.364302,-137.5189
51.1250,0.952679,0.640000,1.361118,-138.6837
51.1410,0.947455,0.628782,1.358726,-139.7104
51.1570,0.942001,0.617557,1.356483,-140.7343
51.1720,0.936269,0.606064,1.354541,-141.9536
51.1880,0.930004,0.594672,1.352544,-143.4318
51.2190,0.923666,0.583635,1.350808,-144.8456
51.2350,0.917453,0.573200,1.349854,-146.0352
51.2500,0.911350,0.563306,1.349939,-147.1076
51.2820,0.900718,0.549528,1.356092,-148.1386
51.2970,0.896308,0.543215,1.356587,-149.8366
51.3130,0.888296,0.530633,1.358466,-151.3679
51.3440,0.881515,0.521258,1.359351,-152.9753
51.3600,0.875277,0.512315,1.360820,-154.1537
51.3750,0.869320,0.503989,1.362846,-155.0426
51.3910,0.864346,0.499500,1.364288,-156.0436
51.4220,0.857264,0.490975,1.366628,-156.5285
51.4380,0.851679,0.484202,1.368060,-157.2133
51.4540,0.847869,0.475620,1.368554,-157.7269
51.4850,0.843272,0.469624,1.368126,-158.3855
51.5000,0.835195,0.460551,1.369769,-158.8090
51.5160,0.829359,0.454346,1.370464,-159.2008
51.5470,0.821913,0.445151,1.371308,-159.1047
51.5470,0.816178,0.438984,1.371477,-158.8785
51.5790,0.810409,0.433079,1.371687,-158.7509
51.5940,0.805573,0.429542,1.370658,-159.1675
51.6100,0.796712,0.421998,1.371486,-159.6245
51.6410,0.789144,0.413986,1.371341,-160.2960
51.6570,0.781338,0.410995,1.370688,-161.0283
51.6720,0.772820,0.404123,1.370508,-161.3839
51.7040,0.768603,0.398042,1.369256,-161.8313
51.7190,0.761393,0.393026,1.368743,-162.0725
51.7350,0.753881,0.388196,1.368285,-162.4315
51.7500,0.745059,0.382382,1.367332,-163.2028
51.7660,0.736749,0.377832,1.366737,-163.9123
51.7970,0.728229,0.373425,1.366142,-164.4297
51.8130,0.716610,0.361229,1.367267,-164.3860
51.8290,0.707451,0.356209,1.367051,-164.1707
51.8600,0.695384,0.348770,1.367480,-163.6938
51.8750,0.684102,0.342949,1.367404,-163.2466
51.8910,0.673542,0.337474,1.367052,-162.8302
51.9220,0.663369,0.338002,1.365428,-162.6268
51.9380,0.652760,0.335709,1.364452,-162.5176
51.9540,0.641899,0.332280,1.363901,-162.3354
51.9690,0.631083,0.328631,1.363968,-161.4972
52.0000,0.618508,0.322312,1.364039,-160.3435
52.0160,0.603694,0.316654,1.365062,-159.4465
52.0320,0.595442,0.308561,1.364659,-158.8828
52.0470,0.583685,0.303983,1.365211,-158.4917
52.0790,0.570389,0.297524,1.367355,-158.0860
52.0940,0.557814,0.294635,1.368376,-157.8092
52.1100,0.546356,0.291521,1.369947,-157.6363
52.1410,0.533956,0.286374,1.371343,-157.5851
52.1570,0.519660,0.278708,1.374058,-157.2712
52.1720,0.506923,0.272508,1.375209,-156.7315
52.1880,0.495853,0.268880,1.373023,-156.5075
52.2190,0.482796,0.262920,1.372047,-156.7310
52.2350,0.469712,0.256449,1.371666,-157.2006
52.2500,0.457032,0.249689,1.371537,-157.4037
52.2820,0.445470,0.242164,1.373538,-156.8351
52.2970,0.433328,0.234698,1.373964,-156.0759
52.3130,0.420938,0.227782,1.374762,-155.5190
52.3290,0.407694,0.220149,1.373469,-155.3807
52.3600,0.393008,0.210256,1.375967,-155.3707
52.3750,0.381029,0.204201,1.373366,-155.4629
52.3910,0.368300,0.196323,1.371653,-155.0943
52.4070,0.355746,0.187747,1.370742,-154.1098
52.4380,0.343165,0.179467,1.368987,-153.2352
52.4540,0.330227,0.170890,1.367592,-152.8252
52.4690,0.317143,0.162441,1.365790,-152.9429
52.5000,0.304269,0.153743,1.364319,-153.0803
52.5160,0.291503,0.142444,1.364747,-152.5989
52.5320,0.280709,0.133854,1.363233,-151.6968
52.5470,0.269387,0.125175,1.362345,-151.0562
52.5790,0.257125,0.116265,1.362155,-150.7501
52.5940,0.245299,0.107881,1.361758,-150.7177
52.6100,0.232959,0.099321,1.361946,-150.9034
52.6410,0.221295,0.091008,1.362245,-151.0451
52.6570,0.209854,0.078650,1.364164,-150.7621
52.6720,0.193418,0.070018,1.367296,-150.3766
52.7040,0.180182,0.060620,1.370271,-150.2934
52.7190,0.165116,0.052316,1.369664,-150.7465
52.7350,0.151906,0.042682,1.371387,-151.1189
52.7500,0.139291,0.032811,1.373542,-150.7986
52.7660,0.125789,0.024353,1.378216,-149.7433
52.7970,0.113647,0.014335,1.381287,-148.6675
52.8130,0.101167,0.004455,1.384482,-148.1503
52.8290,0.088298,-0.005131,1.387853,-148.2496
52.8600,0.075273,-0.014515,1.391520,-148.6082
52.8750,0.062440,-0.023845,1.395468,-148.7250
52.8910,0.049996,-0.033138,1.399534,-148.4042
52.9070,0.037811,-0.042375,1.403582,-147.8935
52.9380,0.025702,-0.051612,1.407602,-147.4754
52.9540,0.008255,-0.056380,1.414301,-147.0334
52.9690,-0.004213,-0.065294,1.418286,-146.6950
53.0000,-0.000516,-0.057836,1.411599,-146.4379
53.0160,-0.011094,-0.064883,1.412774,-146.0577
53.0320,-0.022607,-0.075464,1.417476,-145.3252
53.0470,-0.039305,-0.087338,1.421260,-144.4560
53.0790,-0.045853,-0.092167,1.421793,-144.2544
53.0940,-0.057805,-0.099417,1.423051,-144.0171
53.1100,-0.069434,-0.106927,1.424203,-143.6156
53.1410,-0.081115,-0.114372,1.425318,-143.0363
53.1570,-0.092896,-0.121891,1.425803,-142.3152
53.1720,-0.105062,-0.129268,1.426310,-141.8120
53.1880,-0.120733,-0.137688,1.422717,-141.3954
53.2190,-0.133906,-0.147180,1.423144,-140.8796
53.2350,-0.146090,-0.155955,1.425573,-140.2349
